Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR13639999_1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR13639999_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR13640002_1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR13640004_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR19173185_1	(1, 0.008186783733560094)	(2, 2.571226046972392e-05)	(3, 0.0)	(4, 0.0009667809936616192)	(5, 0.0005862395387097052)	(6, 0.0)	(7, 0.0)	(8, 0.0007816527182796071)	(9, 0.0011261970085739074)	(10, 0.0001758718616129116)	(15, 0.0002962052406112195)	(20, 0.00023963826757782692)	(25, 0.0005625842590775593)	(30, 0.0007384561206904709)	(35, 0.0006201797225297409)	(40, 0.0008114789404244869)	(45, 0.0005831540674533384)	(50, 0.0006541199063497765)	(55, 1.542735628183435e-05)	(60, 0.00042065258128468324)	(65, 5.553848261460366e-05)	(70, 0.000548185393214514)	(75, 0.00021906845920204775)	(80, 0.0005420144507017802)	(85, 0.0013164677360498645)	(90, 0.001986014998681475)	(95, 0.0010994562576853947)	(100, 0.0016455846700623308)	(105, 0.002786180544499284)	(110, 0.0011735075678381995)	(115, 0.0008186783733560095)	(120, 0.002131032147730718)	(125, 0.0014419435671421173)	(130, 0.0026905309355519107)	(135, 0.0018080861562309858)	(140, 0.001680553344301155)	(145, 0.0011549947402999983)	(150, 0.002087835550141582)
SRR19173191_1	(1, 1.4741259700850755)	(2, 0.0)	(3, 0.0011636107214488968)	(4, 0.04965542954328038)	(5, 0.0003255698391618675)	(6, 0.0)	(7, 0.0)	(8, 0.0003738024079265886)	(9, 0.0008742153088605702)	(10, 0.0001398744494176912)	(15, 0.00035933263729717225)	(20, 0.0)	(25, 0.0013601584391651352)	(30, 0.0026841424517567297)	(35, 0.0)	(40, 0.0020269737023374044)	(45, 1.3263956410298304e-05)	(50, 0.004527832392788193)	(55, 0.00392492528322918)	(60, 0.000741575744757587)	(65, 0.000695754804431102)	(70, 0.0015844398839210884)	(75, 0.002813164573202359)	(80, 0.0007150478319369904)	(85, 0.0013360421547827747)	(90, 0.001082821168767989)	(95, 0.001697786420518183)	(100, 0.0019498015923138509)	(105, 0.0002954244836839168)	(110, 0.0009972083592106088)	(115, 0.00032918728181922154)	(120, 0.00016640236223828782)	(125, 0.00010731746550150447)	(130, 0.00011455235081621264)	(135, 0.0009730920748282484)	(140, 0.0007644862149208296)	(145, 0.0008476873960399735)	(150, 0.0)
SRR19173211_1	(1, 0.008388511397680886)	(2, 1.9668256501010284e-05)	(3, 0.0)	(4, 0.0009244080555474834)	(5, 0.0005605453102787932)	(6, 0.0)	(7, 0.0)	(8, 0.0008113155806666742)	(9, 0.0012538513519394056)	(10, 0.00015537922635798125)	(15, 0.00034911155289293254)	(20, 0.00020454986761050698)	(25, 0.0005585784846286921)	(30, 0.0006962562801357641)	(35, 0.0005969315848056621)	(40, 0.0008024648652412197)	(45, 0.0005979149976307127)	(50, 0.0006687207210343497)	(55, 1.7701430850909256e-05)	(60, 0.0004081163223959634)	(65, 3.245262322666697e-05)	(70, 0.0005330097511773787)	(75, 0.00021438399586101207)	(80, 0.0005280926870521261)	(85, 0.001311872708617386)	(90, 0.0019569915218505232)	(95, 0.0011220740333826367)	(100, 0.0016285316382836515)	(105, 0.002740771543415783)	(110, 0.0011771451515854656)	(115, 0.0007542776368137445)	(120, 0.0020513991530553724)	(125, 0.001356126285744659)	(130, 0.002608010812033964)	(135, 0.0017504748285899153)	(140, 0.0016255813998085)	(145, 0.0010414341817284946)	(150, 0.0021143375738586056)
SRR19173211_2	(1, 0.12779449661531433)	(2, 0.0012538513519394056)	(3, 6.392183362828343e-05)	(4, 0.0002507702703878811)	(5, 0.0012341830954383953)	(6, 0.00014751192375757712)	(7, 0.0)	(8, 3.4419448876768e-05)	(9, 1.4751192375757712e-05)	(10, 0.00018881526240969873)	(15, 0.00027338876536404293)	(20, 0.00039729878132040776)	(25, 0.0002851897192646491)	(30, 0.00029404043469010376)	(35, 0.00022520153693656776)	(40, 0.0008162326447919268)	(45, 0.00031862575531636664)	(50, 0.001346292157494154)	(55, 0.00032845988356687176)	(60, 0.00021733423433616364)	(65, 0.0007119908853365723)	(70, 0.0006156164284816219)	(75, 0.0014485670912994075)	(80, 0.0012302494441381933)	(85, 0.001409230578297387)	(90, 0.0013679272396452653)	(95, 0.001149609592484051)	(100, 0.00034026083746747796)	(105, 0.0005280926870521261)	(110, 7.867302600404113e-06)	(115, 7.867302600404113e-06)	(120, 0.00022028447281131517)	(125, 0.00016718018025858742)	(130, 0.00022028447281131517)	(135, 3.933651300202057e-05)	(140, 0.0002763390038391945)	(145, 0.00017504748285899154)	(150, 0.0)
SRR19173215_1	(1, 1.393110524443971)	(2, 0.0)	(3, 0.001209241549679849)	(4, 0.04854491438569829)	(5, 0.0002453533579060563)	(6, 0.0)	(7, 0.0)	(8, 0.00036218829024227357)	(9, 0.0010164639113250905)	(10, 0.00013903356948009857)	(15, 0.00037270343415253315)	(20, 0.0)	(25, 0.0012396186320872654)	(30, 0.002450028531090476)	(35, 0.0)	(40, 0.0018202882457982654)	(45, 4.673397293448691e-06)	(50, 0.00412427311146847)	(55, 0.0036008526146022166)	(60, 0.0007091880392808389)	(65, 0.0006355820319090221)	(70, 0.0015901234290959174)	(75, 0.002777166341631885)	(80, 0.0007080196899574767)	(85, 0.0012536388239676116)	(90, 0.0010503460417025934)	(95, 0.0016742445803779938)	(100, 0.0018600121227925791)	(105, 0.00028858228287045667)	(110, 0.0009498679998934467)	(115, 0.00030377082407416495)	(120, 0.00014954871339035812)	(125, 0.00010865648707268207)	(130, 0.00013085512421656337)	(135, 0.0008599051019945593)	(140, 0.0007208715325144607)	(145, 0.0007267132791312715)	(150, 0.0)
SRR19173215_2	(1, 1.0949828276016453)	(2, 0.008546475300394296)	(3, 0.00027456209099011063)	(4, 0.0005549659285970321)	(5, 9.346794586897383e-05)	(6, 0.0008937872323720622)	(7, 0.00012267667895302816)	(8, 0.0018167831978281787)	(9, 7.594270601854124e-05)	(10, 0.00032596946121804624)	(15, 0.0014475848116457322)	(20, 0.0005678177711540159)	(25, 0.003739886184082315)	(30, 0.0009089757735757705)	(35, 0.001791079512714211)	(40, 0.0009837501302709494)	(45, 0.0026182708336546295)	(50, 0.004235266297187876)	(55, 0.0018121098005347302)	(60, 0.003626556299716184)	(65, 0.001987362199039056)	(70, 4.673397293448691e-06)	(75, 5.841746616810865e-06)	(80, 0.0)	(85, 0.0)	(90, 1.7525239850432595e-05)	(95, 0.0)	(100, 0.0)	(105, 0.00032129606392459754)	(110, 0.0007652688068022232)	(115, 0.00019511433700148287)	(120, 0.0016473725459406638)	(125, 8.412115128207644e-05)	(130, 0.00013669687083337422)	(135, 0.0003586832422721871)	(140, 0.0012548071732909737)	(145, 0.00034232635174511665)	(150, 0.0)
SRR19173217_1	(1, 1.3588148083081266)	(2, 0.0)	(3, 0.0010555914514245796)	(4, 0.04773723840594193)	(5, 0.00024976047734599424)	(6, 0.0)	(7, 0.0)	(8, 0.000334584790406898)	(9, 0.000852955592445754)	(10, 0.00010650163750980133)	(15, 0.0003638020537945426)	(20, 9.424923673433747e-07)	(25, 0.0012789621424849592)	(30, 0.0024410552314193404)	(35, 0.0)	(40, 0.0018699048568092552)	(45, 9.424923673433746e-06)	(50, 0.004218595836228945)	(55, 0.003642732999782143)	(60, 0.0006757670273851997)	(65, 0.0006229874548139706)	(70, 0.0016634990283610563)	(75, 0.00281805217835669)	(80, 0.0007021568136708141)	(85, 0.0013204318066480677)	(90, 0.001112140993465182)	(95, 0.0017228760475036888)	(100, 0.0019292818759518878)	(105, 0.0003138499583253437)	(110, 0.000993386955179917)	(115, 0.0002997125728151931)	(120, 0.00017247610322383754)	(125, 9.424923673433745e-05)	(130, 0.00010178917567308446)	(135, 0.000943434859710718)	(140, 0.0007473964473032961)	(145, 0.0008246808214254528)	(150, 0.0)
SRR19173217_2	(1, 1.0716515213641107)	(2, 0.00819968359588736)	(3, 0.00025447293918271115)	(4, 0.0005466455730591573)	(5, 0.00011309908408120495)	(6, 0.0008341057450988866)	(7, 0.00016493616428509057)	(8, 0.0017907354979524118)	(9, 4.712461836716873e-05)	(10, 0.0002865176796723859)	(15, 0.0014533232304434836)	(20, 0.0005353356646510367)	(25, 0.0037596020533327214)	(30, 0.0009349524284046276)	(35, 0.0018529399941970743)	(40, 0.001033914126975682)	(45, 0.0027190904797856357)	(50, 0.004355257229493734)	(55, 0.0018934671659928395)	(60, 0.0037577170685980346)	(65, 0.0020367260058290326)	(70, 9.424923673433746e-06)	(75, 1.1309908408120496e-05)	(80, 0.0)	(85, 0.0)	(90, 1.6964862612180744e-05)	(95, 0.0)	(100, 0.0)	(105, 0.00029028764914175936)	(110, 0.000800176019874525)	(115, 0.00016116619481571705)	(120, 0.0016870613375446406)	(125, 8.576680542824709e-05)	(130, 0.00010555914514245796)	(135, 0.0003223323896314341)	(140, 0.001280847127219646)	(145, 0.0003138499583253437)	(150, 0.0)
SRR19173231_2	(1, 0.12901873687191798)	(2, 0.001146886872165454)	(3, 0.0001267611806077607)	(4, 0.00016297866078140663)	(5, 0.0013460830131205065)	(6, 0.0002052323876506602)	(7, 0.0)	(8, 9.054370043411479e-05)	(9, 2.4144986782430614e-05)	(10, 0.00022213387839836163)	(15, 0.00024386436650254917)	(20, 0.0004478895048140878)	(25, 0.00029819058676301805)	(30, 0.0003018123347803826)	(35, 0.00023903536914606305)	(40, 0.0008414527893677067)	(45, 0.00034285881231051467)	(50, 0.0015416574060581943)	(55, 0.00033682256561490704)	(60, 0.000218512130380997)	(65, 0.0007521163382727135)	(70, 0.000612075414934616)	(75, 0.0013557410078334788)	(80, 0.0012664045567384854)	(85, 0.0014909529338150902)	(90, 0.00140403098139834)	(95, 0.0010732446624790405)	(100, 0.00033923706429315006)	(105, 0.0005251534625178658)	(110, 1.810874008682296e-05)	(115, 1.0865244052093776e-05)	(120, 0.00022937737443309077)	(125, 0.00018108740086822958)	(130, 0.00023662087046782)	(135, 4.587547488661816e-05)	(140, 0.0003126775788324764)	(145, 0.00018470914888559417)	(150, 0.0)
SRR19173232_1	(1, 0.00890385143629025)	(2, 4.368201849365617e-05)	(3, 0.0)	(4, 0.0008736403698731234)	(5, 0.0006333892681580144)	(6, 0.0)	(7, 0.0)	(8, 0.0008008370057170298)	(9, 0.0011430128172506696)	(10, 0.0001514309974446747)	(15, 0.0003407197442505181)	(20, 0.0002096736887695496)	(25, 0.0005751465768331396)	(30, 0.0007265775742778143)	(35, 0.0006246528644592832)	(40, 0.0008474311587769297)	(45, 0.0006348453354411363)	(50, 0.0006246528644592832)	(55, 1.6016740114340596e-05)	(60, 0.00040187457014163674)	(65, 6.115482589111864e-05)	(70, 0.0005270963564901177)	(75, 0.00020093728507081837)	(80, 0.0004848704052795835)	(85, 0.0012667785363160288)	(90, 0.0019190966791546278)	(95, 0.0010862261932089168)	(100, 0.0015434313201091847)	(105, 0.0025947118985231764)	(110, 0.0011138914715882323)	(115, 0.0006464938737061113)	(120, 0.001996268245160087)	(125, 0.0014356823411581661)	(130, 0.0024956993232708893)	(135, 0.00173417613419815)	(140, 0.0016642849046083)	(145, 0.00107312158766082)	(150, 0.002220502606760855)
SRR19173243_1	(1, 0.008610463911218327)	(2, 2.497234312998354e-05)	(3, 0.0)	(4, 0.0010388494742073155)	(5, 0.0006243085782495886)	(6, 0.0)	(7, 0.0)	(8, 0.0007291924193955194)	(9, 0.0011037775663452726)	(10, 0.00012985618427591443)	(15, 0.00032663824814018475)	(20, 0.00020277542621546639)	(25, 0.0006043307037456018)	(30, 0.0007331879942963169)	(35, 0.0005953406602188077)	(40, 0.0008041094487854701)	(45, 0.0005953406602188077)	(50, 0.0006402908778527781)	(55, 1.698119332838881e-05)	(60, 0.0004015552775301354)	(65, 5.094357998516643e-05)	(70, 0.0005663727421880267)	(75, 0.0002227533007194532)	(80, 0.0005533871237604353)	(85, 0.001303556311385141)	(90, 0.002010773068826275)	(95, 0.0011057753537956712)	(100, 0.0016182078348229334)	(105, 0.0027819190246801666)	(110, 0.0011856868518116187)	(115, 0.0007621559123270978)	(120, 0.002075701160964232)	(125, 0.0014254213458594607)	(130, 0.002639077221976661)	(135, 0.0017880197681068215)	(140, 0.001610216685021339)	(145, 0.001104776460070472)	(150, 0.0021126602287966077)
SRR19173243_2	(1, 0.12695439800421035)	(2, 0.00119867247023921)	(3, 7.491702938995063e-05)	(4, 0.00020477321366586506)	(5, 0.001338517591767118)	(6, 0.00018978980778787492)	(7, 0.0)	(8, 6.992256076395392e-05)	(9, 2.9966811755980252e-05)	(10, 0.00020776989484146306)	(15, 0.0002537190062006328)	(20, 0.000432520983011315)	(25, 0.0002936747552086065)	(30, 0.00027169909325422094)	(35, 0.00022574998189505124)	(40, 0.0008081050236862675)	(45, 0.0003556061661709656)	(50, 0.0014244224521342613)	(55, 0.00031465152343779267)	(60, 0.00023374113169664598)	(65, 0.000739181356647513)	(70, 0.0006322997280511833)	(75, 0.0014563870513406402)	(80, 0.001265598349827566)	(85, 0.0015253107183793948)	(90, 0.00150233616269981)	(95, 0.0011177620784980633)	(100, 0.0003346293979417795)	(105, 0.0005214225245540563)	(110, 1.1986724702392099e-05)	(115, 1.0987830977192759e-05)	(120, 0.0002177588320934565)	(125, 0.0001648174646578914)	(130, 0.00020377431994066572)	(135, 4.7946898809568397e-05)	(140, 0.00030566147991099857)	(145, 0.00019977874503986832)	(150, 0.0)
